ProjectSize,Budget,NumberOfWorkers,WeatherConditions,MaterialAvailability,TargetCompletionDate,Delayed,ProjectManagerExperience,SubcontractorReliability,RegulatoryApprovalStatus,SiteAccessibility,DailyWorkHours,NumberOfSubcontractors,ResourceAvailability,ClientDemand,EconomicConditions,PreviousDelays
621561.0,2159178.0,147.0,Sunny,High,2023-07-29,0.0,15.0,Medium,Rejected,Moderate,8.0,18.0,High,Medium,Unfavorable,2.0
834195.0,1550326.0,152.0,Cloudy,,2025-04-17,1.0,9.0,Medium,Rejected,Good,9.0,5.0,High,Low,Neutral,1.0
375612.0,2221076.0,298.0,,High,2024-04-14,0.0,6.0,Medium,Rejected,Moderate,6.0,15.0,High,Low,Unfavorable,3.0
119302.0,4835727.0,472.0,,Low,2024-01-08,1.0,3.0,Medium,Pending,Moderate,,3.0,Low,Low,Favorable,
388204.0,3393127.0,422.0,Snowy,Low,2023-01-22,,11.0,High,Pending,Moderate,10.0,19.0,Low,Medium,Neutral,3.0
624930.0,3868688.0,465.0,Sunny,High,2023-08-18,0.0,17.0,Medium,Approved,Good,,8.0,Medium,,Favorable,1.0
218760.0,1874925.0,,Cloudy,High,2024-08-25,1.0,,High,Rejected,Good,,3.0,High,Medium,Favorable,4.0
566586.0,900845.0,217.0,Sunny,Low,2025-12-19,0.0,9.0,Medium,Pending,Poor,9.0,8.0,High,Medium,Neutral,0.0
,1028418.0,191.0,Cloudy,Medium,2024-06-14,1.0,2.0,High,Rejected,Poor,10.0,11.0,High,High,Favorable,3.0
690275.0,1462526.0,88.0,,Medium,2025-05-04,0.0,13.0,High,Pending,,9.0,9.0,High,Medium,Unfavorable,4.0
393002.0,1856132.0,259.0,Snowy,Medium,,,10.0,Low,Pending,Poor,9.0,8.0,Medium,Low,Favorable,0.0
549665.0,957791.0,205.0,Cloudy,Low,,0.0,5.0,Medium,Pending,Good,8.0,8.0,Low,Low,Neutral,4.0
130177.0,4294118.0,170.0,Snowy,High,2023-09-22,1.0,19.0,Medium,Pending,Good,6.0,2.0,Low,Medium,Favorable,
643479.0,3409905.0,,,Low,,0.0,1.0,High,Rejected,Poor,8.0,2.0,Low,Low,Neutral,0.0
,3914434.0,,Rainy,High,2023-09-27,0.0,1.0,High,Approved,Moderate,8.0,19.0,Low,High,Favorable,4.0
185661.0,3660878.0,245.0,Rainy,Low,2023-05-08,0.0,13.0,,Rejected,Moderate,11.0,1.0,High,Low,Neutral,2.0
717342.0,2058577.0,121.0,Sunny,Low,2024-03-05,,15.0,Low,Pending,Poor,6.0,14.0,High,,,
719223.0,4969233.0,424.0,Snowy,Low,2023-04-20,0.0,,,,Moderate,7.0,6.0,,,Favorable,3.0
,3659927.0,,Sunny,High,2025-03-14,0.0,12.0,Low,Pending,Good,8.0,12.0,Medium,Medium,,1.0
,,308.0,Sunny,High,2025-05-30,0.0,10.0,High,Approved,Good,7.0,16.0,Medium,Medium,Unfavorable,2.0
434572.0,2541362.0,,Snowy,High,2025-08-04,0.0,9.0,Low,Pending,Poor,,2.0,Low,High,Unfavorable,4.0
206687.0,3073496.0,430.0,Cloudy,High,,0.0,2.0,Low,Approved,Poor,11.0,17.0,,High,Unfavorable,1.0
889624.0,4554827.0,411.0,Rainy,Medium,2025-07-16,0.0,,Low,Rejected,Good,9.0,5.0,Low,Low,Unfavorable,2.0
850773.0,806136.0,219.0,Cloudy,Medium,2025-07-23,0.0,14.0,Medium,Approved,Poor,7.0,7.0,High,Medium,,1.0
655778.0,4492450.0,,,Low,2025-04-30,0.0,6.0,High,Rejected,Good,6.0,14.0,Low,High,Favorable,0.0
708670.0,3791429.0,105.0,Sunny,Medium,2023-04-18,0.0,12.0,High,Pending,Poor,6.0,,Low,Medium,Unfavorable,3.0
812921.0,3278123.0,409.0,Cloudy,High,2024-03-24,1.0,19.0,Low,Rejected,Moderate,11.0,6.0,High,High,Neutral,1.0
329609.0,3025734.0,404.0,Sunny,,2024-01-05,1.0,2.0,,Approved,Good,6.0,,High,High,Unfavorable,4.0
924316.0,874935.0,418.0,Cloudy,High,2024-05-06,0.0,,Medium,Rejected,Poor,,19.0,Medium,High,Neutral,3.0
199299.0,1951998.0,348.0,Rainy,Medium,2024-04-03,1.0,9.0,Medium,Rejected,Moderate,11.0,7.0,Low,Low,Favorable,2.0
,3106902.0,257.0,Cloudy,Low,2023-04-01,0.0,19.0,High,Pending,Moderate,11.0,6.0,Medium,Medium,Unfavorable,4.0
162109.0,2166478.0,166.0,Sunny,,2025-01-08,1.0,4.0,Low,Pending,Moderate,10.0,2.0,Medium,,Unfavorable,2.0
593722.0,2152487.0,,Rainy,Medium,2025-06-30,1.0,9.0,Low,,Poor,7.0,3.0,High,High,Neutral,1.0
,3393342.0,210.0,Rainy,Low,2023-05-01,0.0,10.0,Medium,Pending,Moderate,11.0,11.0,Medium,Low,Unfavorable,3.0
364554.0,1791817.0,170.0,Cloudy,Medium,2023-03-05,0.0,5.0,High,Approved,Poor,8.0,,Medium,Low,Unfavorable,4.0
927261.0,2802968.0,,Sunny,High,2025-05-11,0.0,,,Approved,Poor,9.0,5.0,High,Low,Favorable,4.0
620584.0,721317.0,249.0,Sunny,High,2025-11-20,1.0,15.0,Medium,Rejected,Moderate,8.0,13.0,High,High,Neutral,3.0
935488.0,2407117.0,92.0,Rainy,Medium,2025-11-05,,15.0,High,Rejected,Poor,7.0,7.0,High,High,Favorable,4.0
579903.0,4071162.0,352.0,Sunny,Medium,2023-06-11,1.0,7.0,Low,Rejected,Good,11.0,13.0,Medium,Medium,Favorable,3.0
288722.0,3015337.0,63.0,Sunny,High,2024-01-24,1.0,19.0,Low,Rejected,Poor,6.0,15.0,Low,Low,Neutral,3.0
447678.0,2186523.0,84.0,Sunny,,2025-07-17,0.0,7.0,Low,Rejected,Poor,11.0,12.0,Low,Low,Neutral,2.0
836441.0,3821315.0,476.0,Snowy,Low,2025-11-10,0.0,12.0,High,Pending,Moderate,7.0,,Low,,Neutral,0.0
133646.0,2334922.0,137.0,Snowy,Low,2025-11-03,1.0,7.0,Low,Approved,Good,7.0,4.0,Medium,,Neutral,4.0
337714.0,,471.0,Sunny,Medium,2025-12-23,0.0,4.0,Medium,Rejected,Good,11.0,13.0,High,Medium,Favorable,4.0
817904.0,1132768.0,346.0,Cloudy,Medium,2023-12-26,0.0,12.0,Low,Pending,Poor,9.0,14.0,Low,Medium,Unfavorable,3.0
,1052159.0,254.0,Rainy,Medium,2023-07-18,0.0,4.0,Low,Pending,Good,9.0,15.0,Low,Medium,Favorable,3.0
355765.0,750167.0,341.0,Cloudy,High,,1.0,19.0,,Pending,Good,9.0,1.0,Low,Low,Favorable,0.0
181833.0,1563251.0,,,Medium,2024-03-27,,9.0,Medium,Pending,Good,9.0,2.0,High,Low,,0.0
750520.0,4983094.0,211.0,Cloudy,High,2023-08-04,0.0,9.0,Medium,,Good,9.0,4.0,Medium,Low,Neutral,4.0
773459.0,,164.0,Sunny,High,2023-02-18,1.0,2.0,Medium,Approved,Good,,5.0,Medium,High,Unfavorable,2.0
779523.0,4132615.0,187.0,Snowy,Medium,2025-12-28,0.0,16.0,Low,Approved,Poor,,7.0,Low,,Unfavorable,4.0
538007.0,4950979.0,173.0,Rainy,Low,,,3.0,Low,Rejected,Moderate,11.0,,High,Medium,Favorable,2.0
630676.0,4159343.0,,Snowy,Low,2023-11-16,0.0,,,Rejected,Poor,11.0,2.0,High,High,Unfavorable,0.0
719903.0,1110050.0,329.0,Sunny,Medium,2023-11-17,0.0,12.0,Medium,Approved,Good,9.0,3.0,Low,Medium,Neutral,0.0
181213.0,1269561.0,286.0,Rainy,High,2025-08-12,,,High,Approved,Moderate,9.0,18.0,High,Low,Favorable,4.0
435211.0,1769565.0,261.0,Rainy,Low,2023-02-27,0.0,1.0,,Approved,Good,9.0,3.0,High,Medium,Unfavorable,3.0
682662.0,4909583.0,423.0,Snowy,Medium,2023-01-05,1.0,17.0,Low,Approved,Moderate,,12.0,Low,High,Neutral,
477029.0,3832181.0,73.0,Rainy,Medium,2025-10-13,0.0,15.0,Low,Pending,Good,11.0,2.0,Low,High,Neutral,3.0
,1626522.0,250.0,Cloudy,,2025-08-14,0.0,18.0,Medium,Approved,Moderate,8.0,19.0,Medium,Low,Favorable,1.0
,3895100.0,,Snowy,Medium,2025-12-26,1.0,12.0,High,Pending,Good,10.0,9.0,High,High,Favorable,2.0
407049.0,3472406.0,452.0,Snowy,High,2025-06-15,1.0,,Low,Approved,Moderate,7.0,8.0,High,Medium,Unfavorable,3.0
,3111483.0,278.0,Rainy,Low,2025-03-12,1.0,15.0,High,Pending,Poor,9.0,16.0,Low,,Neutral,0.0
548018.0,1332394.0,310.0,Rainy,High,2024-11-01,0.0,14.0,,Pending,Good,8.0,18.0,Low,High,Favorable,4.0
171147.0,2946160.0,225.0,Sunny,Medium,2025-04-03,0.0,8.0,Medium,Approved,Poor,10.0,2.0,Medium,High,Neutral,3.0
193418.0,626996.0,152.0,Rainy,Medium,,0.0,13.0,Medium,Pending,Good,11.0,19.0,,Low,Favorable,2.0
257451.0,1312042.0,308.0,Snowy,Low,2025-05-18,1.0,4.0,Medium,,Moderate,10.0,17.0,Medium,,Unfavorable,0.0
791563.0,1896833.0,298.0,Snowy,Low,2025-10-15,1.0,18.0,,Approved,Moderate,11.0,,Low,High,Unfavorable,2.0
291269.0,3386469.0,,Cloudy,Medium,2023-10-27,0.0,12.0,Medium,Approved,Good,9.0,11.0,High,High,Unfavorable,3.0
184177.0,3190032.0,244.0,Cloudy,Medium,2025-06-03,1.0,18.0,Low,Approved,Poor,8.0,10.0,Medium,High,Unfavorable,1.0
507416.0,1319734.0,137.0,Sunny,High,,0.0,18.0,Medium,Approved,Poor,7.0,13.0,High,Medium,Neutral,3.0
,3529877.0,,Rainy,,2024-05-05,0.0,12.0,Medium,Approved,Poor,11.0,12.0,,High,Favorable,2.0
374100.0,3417847.0,86.0,Sunny,Medium,2023-08-24,,15.0,Low,Pending,Moderate,11.0,9.0,Medium,Low,Favorable,2.0
298609.0,2385747.0,388.0,Cloudy,High,2025-03-26,,19.0,Medium,Pending,Good,9.0,14.0,Low,Medium,Neutral,
963388.0,3735520.0,153.0,Sunny,Low,2025-08-28,,17.0,High,Rejected,Poor,8.0,14.0,,Low,Favorable,0.0
512866.0,2782608.0,153.0,Sunny,Medium,2023-07-19,1.0,1.0,Medium,Approved,Poor,6.0,9.0,Low,Low,Neutral,4.0
290367.0,1937220.0,480.0,Snowy,Medium,2023-10-27,1.0,18.0,Medium,Approved,Poor,11.0,8.0,,Medium,,3.0
409614.0,774783.0,,Sunny,Low,2023-12-28,0.0,6.0,High,Rejected,Moderate,6.0,,High,Medium,Favorable,
500340.0,4583376.0,273.0,Cloudy,Medium,,1.0,5.0,High,Rejected,Poor,6.0,3.0,Low,Low,Unfavorable,0.0
855291.0,3278559.0,,Cloudy,Medium,2025-11-21,1.0,12.0,Low,Approved,Good,11.0,8.0,Low,Low,Unfavorable,4.0
211194.0,2524756.0,479.0,Cloudy,High,2023-07-21,0.0,,,Approved,Moderate,10.0,,,Medium,,4.0
692717.0,746572.0,250.0,Cloudy,Low,2023-11-06,0.0,,High,Pending,Good,11.0,2.0,Low,Low,Unfavorable,4.0
755443.0,,346.0,Cloudy,,,0.0,12.0,Low,Pending,Good,11.0,2.0,,High,Neutral,0.0
173328.0,3606670.0,,Sunny,,2023-12-27,0.0,,High,Pending,Moderate,7.0,13.0,Low,Low,,2.0
206123.0,4995041.0,381.0,Snowy,Low,2025-02-12,0.0,12.0,High,Rejected,Poor,8.0,14.0,High,Medium,,
,2014265.0,176.0,Rainy,High,2023-12-04,0.0,,Medium,Approved,Good,7.0,10.0,High,Medium,Neutral,0.0
418350.0,4591808.0,76.0,Rainy,Medium,2025-04-11,0.0,17.0,Medium,Pending,Good,9.0,10.0,,Medium,Neutral,
,3620196.0,424.0,Rainy,Medium,2025-12-28,1.0,18.0,High,,Poor,,16.0,,Low,Neutral,2.0
,1039640.0,494.0,Sunny,Medium,2025-06-25,0.0,4.0,Low,Approved,Good,6.0,8.0,High,Low,Neutral,3.0
649059.0,2828901.0,,Sunny,Low,2024-01-23,1.0,1.0,High,Rejected,Good,6.0,8.0,High,Low,Favorable,2.0
313551.0,1622803.0,111.0,,Medium,,1.0,16.0,High,Approved,Poor,9.0,8.0,Low,Medium,Unfavorable,3.0
770618.0,3282628.0,464.0,Rainy,Medium,2025-06-22,0.0,3.0,Medium,Approved,Good,,10.0,Low,High,Unfavorable,2.0
548945.0,1483819.0,160.0,,Medium,2024-07-22,0.0,,Low,Pending,,6.0,3.0,High,Medium,Favorable,0.0
500346.0,3844508.0,334.0,Snowy,High,2023-09-01,1.0,9.0,High,Approved,Poor,6.0,,Medium,Medium,Favorable,4.0
791764.0,617830.0,113.0,Cloudy,Low,2023-08-09,0.0,11.0,Low,Rejected,Moderate,11.0,6.0,High,High,Unfavorable,4.0
372069.0,1298625.0,54.0,Sunny,Medium,2024-07-27,1.0,5.0,Low,Rejected,Good,7.0,13.0,Medium,,Neutral,
737629.0,3537482.0,340.0,Sunny,Medium,2023-08-23,1.0,,Low,Approved,Poor,7.0,18.0,Medium,Low,Unfavorable,4.0
742841.0,2548999.0,,,Medium,2025-12-03,0.0,16.0,Low,Approved,Moderate,,13.0,High,High,Favorable,1.0
454095.0,4329686.0,473.0,Rainy,High,2024-02-11,0.0,4.0,High,Pending,Moderate,6.0,8.0,Medium,,Favorable,3.0
205376.0,,302.0,Cloudy,Medium,2025-08-27,0.0,,Low,Approved,Moderate,,3.0,Low,High,Neutral,3.0
934396.0,2509908.0,55.0,Sunny,,2024-04-25,0.0,14.0,,Pending,Poor,8.0,6.0,Medium,High,Unfavorable,3.0
299073.0,2832248.0,437.0,Cloudy,Low,2025-10-13,0.0,11.0,High,Rejected,Poor,9.0,11.0,High,Low,Favorable,
197542.0,1182727.0,375.0,Rainy,Medium,2023-02-08,0.0,13.0,Low,Rejected,Poor,6.0,11.0,Low,Medium,Favorable,3.0
133241.0,2816500.0,337.0,Sunny,,,1.0,14.0,,Approved,Good,8.0,7.0,,High,Favorable,3.0
785739.0,1706455.0,,Sunny,High,2023-02-05,1.0,18.0,High,Pending,Moderate,6.0,4.0,Low,Medium,Favorable,1.0
671982.0,3603721.0,119.0,Rainy,Medium,2024-02-13,1.0,,,,Moderate,6.0,,High,Low,Neutral,1.0
540764.0,,353.0,Rainy,Low,2023-05-04,0.0,13.0,,Approved,Moderate,9.0,5.0,Low,High,Favorable,1.0
617476.0,808283.0,58.0,,High,2023-01-02,0.0,1.0,Low,Pending,Good,10.0,7.0,Medium,High,Unfavorable,0.0
394700.0,2235306.0,150.0,Sunny,Low,2024-08-03,,,High,Rejected,Poor,11.0,13.0,Medium,High,Unfavorable,3.0
777440.0,2900652.0,417.0,,High,2024-06-20,0.0,4.0,High,Rejected,Good,6.0,,Low,Medium,Favorable,2.0
653329.0,2578701.0,472.0,Snowy,,2025-04-03,1.0,12.0,Low,Approved,Moderate,8.0,1.0,High,Low,Neutral,1.0
539229.0,1859673.0,221.0,Rainy,High,2025-05-23,0.0,14.0,Medium,,Moderate,11.0,12.0,Medium,Medium,Favorable,0.0
983157.0,2997514.0,127.0,Cloudy,Low,2025-11-28,0.0,,High,Pending,Good,,8.0,Medium,Low,Favorable,4.0
523332.0,4777967.0,380.0,Cloudy,High,2024-02-09,0.0,13.0,Low,Rejected,Poor,9.0,7.0,Low,,Favorable,1.0
921716.0,3514332.0,299.0,Snowy,High,2023-11-25,1.0,14.0,High,Pending,Poor,11.0,17.0,High,High,Unfavorable,4.0
152773.0,852949.0,484.0,Snowy,High,2024-06-16,0.0,13.0,Medium,Pending,,8.0,14.0,Medium,Low,,2.0
366532.0,3840971.0,279.0,Sunny,Low,2025-07-23,1.0,19.0,High,,Poor,7.0,,,Medium,,3.0
876894.0,2583640.0,197.0,Cloudy,Low,2025-03-23,1.0,15.0,Medium,Rejected,Poor,9.0,2.0,Medium,,Favorable,1.0
145092.0,2153245.0,203.0,Snowy,Medium,2024-05-17,1.0,18.0,High,,,8.0,1.0,Low,,Favorable,2.0
732349.0,2319317.0,124.0,Snowy,Medium,,1.0,16.0,Medium,Rejected,Poor,11.0,15.0,Medium,Low,Favorable,2.0
,4641576.0,489.0,Snowy,High,2023-12-04,0.0,4.0,,Rejected,Moderate,8.0,18.0,High,Low,Neutral,1.0
850232.0,1224152.0,161.0,Sunny,Low,2023-02-11,0.0,10.0,High,Approved,Good,11.0,19.0,Low,,Neutral,0.0
832417.0,4717415.0,300.0,Cloudy,Medium,2023-03-29,0.0,,High,,Poor,8.0,14.0,Medium,Low,Unfavorable,1.0
142772.0,1925336.0,340.0,Sunny,,2024-01-16,,8.0,High,Pending,,8.0,16.0,Medium,Low,Favorable,
176712.0,2140571.0,,Rainy,High,2024-06-01,1.0,2.0,Medium,Approved,Poor,6.0,,High,Low,Neutral,1.0
814215.0,4602830.0,484.0,Snowy,Low,2023-01-28,1.0,3.0,Medium,Pending,Poor,11.0,3.0,Medium,High,Unfavorable,3.0
,2041471.0,135.0,Sunny,Medium,,0.0,3.0,High,Approved,Poor,10.0,6.0,Low,Low,Unfavorable,
791722.0,3330911.0,220.0,Rainy,Medium,2025-06-03,0.0,9.0,High,Rejected,Poor,,18.0,Medium,Medium,Neutral,1.0
589829.0,1512495.0,73.0,Rainy,Medium,2025-11-27,1.0,12.0,Low,Approved,Good,6.0,19.0,Low,High,Favorable,2.0
106277.0,4089708.0,329.0,Sunny,Low,2024-05-29,0.0,8.0,Medium,Rejected,Moderate,8.0,16.0,High,Low,Unfavorable,2.0
865412.0,4042069.0,406.0,Sunny,High,2024-04-16,1.0,18.0,High,Pending,Good,10.0,5.0,High,Medium,Favorable,0.0
187717.0,4217700.0,154.0,Snowy,Medium,2025-10-27,0.0,17.0,High,,Moderate,11.0,8.0,Medium,Low,Favorable,3.0
266546.0,4603505.0,182.0,Rainy,High,2024-08-02,1.0,8.0,High,Rejected,Moderate,7.0,12.0,Medium,High,Neutral,2.0
931040.0,3826842.0,149.0,Cloudy,Medium,2025-11-26,0.0,9.0,,,Good,9.0,,Low,Low,Favorable,1.0
727703.0,4045740.0,450.0,Rainy,High,2025-11-24,0.0,5.0,,Pending,Good,6.0,14.0,,Medium,Favorable,2.0
375689.0,2258947.0,294.0,,Medium,2023-08-13,0.0,12.0,High,Pending,Moderate,8.0,16.0,Medium,High,Unfavorable,0.0
560105.0,1591266.0,200.0,Rainy,Low,2025-01-19,1.0,4.0,High,Approved,Moderate,10.0,17.0,High,Medium,Favorable,3.0
885708.0,1056443.0,292.0,Sunny,High,2025-02-07,0.0,19.0,High,Rejected,Good,8.0,10.0,Medium,,Neutral,2.0
260574.0,4284058.0,178.0,Rainy,Low,2023-11-29,,15.0,High,Approved,Moderate,6.0,7.0,Medium,Low,Favorable,3.0
947900.0,3707100.0,149.0,Sunny,Low,2024-09-21,,10.0,Medium,Pending,,9.0,13.0,Low,Low,Neutral,1.0
115266.0,947274.0,262.0,Cloudy,Medium,2023-05-06,1.0,14.0,Low,Rejected,Good,10.0,14.0,High,Medium,Favorable,4.0
938261.0,2074990.0,403.0,Sunny,High,2025-10-16,0.0,,Low,Approved,Poor,,12.0,Medium,Low,,3.0
172600.0,3535647.0,404.0,Cloudy,High,2025-10-16,1.0,12.0,Medium,Approved,,6.0,3.0,Medium,Low,Unfavorable,2.0
938580.0,2726366.0,78.0,Cloudy,High,2023-09-14,1.0,17.0,Medium,Approved,,10.0,17.0,Medium,Medium,Neutral,2.0
886372.0,2069890.0,195.0,Snowy,Low,2024-11-13,1.0,3.0,High,Approved,Moderate,6.0,2.0,Medium,Medium,Unfavorable,2.0
917283.0,3718662.0,72.0,Snowy,Medium,2023-06-24,0.0,10.0,Medium,Approved,,11.0,7.0,,Medium,Neutral,0.0
145898.0,2355017.0,258.0,Cloudy,Low,2023-05-02,0.0,6.0,Medium,Approved,,6.0,5.0,Medium,High,Neutral,2.0
,2617747.0,399.0,Snowy,High,2024-07-07,0.0,17.0,Medium,Pending,Poor,9.0,2.0,Low,,,1.0
245301.0,2364451.0,95.0,Sunny,Medium,2025-12-14,1.0,15.0,Low,Pending,Poor,6.0,11.0,Low,Medium,Neutral,2.0
,3308254.0,250.0,Snowy,Low,2023-03-06,0.0,10.0,High,Pending,Moderate,10.0,13.0,Medium,Low,Favorable,0.0
914745.0,1705833.0,87.0,Sunny,Medium,2025-07-13,0.0,8.0,High,Approved,Good,10.0,9.0,Medium,Low,Neutral,3.0
,4108330.0,199.0,,,2025-06-13,1.0,,Low,Rejected,Good,11.0,18.0,Medium,Low,,4.0
305389.0,3032502.0,,Rainy,Low,,0.0,,Low,Pending,Moderate,,4.0,High,Medium,Neutral,2.0
475500.0,3183389.0,,Snowy,Low,2024-12-01,0.0,16.0,Medium,Pending,Poor,7.0,12.0,Medium,,Unfavorable,3.0
108806.0,4610303.0,96.0,,,2025-06-25,0.0,14.0,Medium,Rejected,Poor,8.0,7.0,Low,Low,,3.0
108447.0,810678.0,324.0,Cloudy,Medium,2023-06-05,1.0,8.0,High,Pending,,11.0,8.0,Low,Low,Unfavorable,1.0
241660.0,642475.0,292.0,,Low,2025-11-14,,2.0,Medium,Rejected,Good,8.0,1.0,Medium,High,Unfavorable,
,2270386.0,357.0,Sunny,,2025-12-29,0.0,,Low,Rejected,Moderate,10.0,5.0,High,High,Unfavorable,4.0
772328.0,3502328.0,254.0,Sunny,Low,2024-10-09,0.0,13.0,High,Rejected,Good,7.0,16.0,High,High,Unfavorable,0.0
205782.0,4543589.0,300.0,Sunny,,2025-10-09,0.0,8.0,Medium,Rejected,,8.0,14.0,Low,Medium,Neutral,4.0
134678.0,4219853.0,178.0,Cloudy,Low,2023-09-17,0.0,17.0,Low,Pending,Good,,15.0,Medium,High,Neutral,3.0
549690.0,1475380.0,466.0,Sunny,Low,2024-05-11,,16.0,Low,Pending,Poor,7.0,19.0,High,Low,Favorable,4.0
390628.0,,62.0,Sunny,Low,2023-11-15,0.0,17.0,Medium,Pending,Moderate,,7.0,High,Low,Neutral,3.0
325407.0,1856581.0,,Cloudy,Low,2024-06-26,0.0,1.0,High,Rejected,Poor,6.0,18.0,,Low,Favorable,4.0
407318.0,878169.0,421.0,Rainy,Medium,2024-05-25,1.0,11.0,High,Rejected,Good,11.0,17.0,Low,Medium,Neutral,0.0
170414.0,2460985.0,403.0,Snowy,High,2024-10-08,0.0,2.0,Low,Pending,Moderate,,10.0,Low,Low,Favorable,0.0
487705.0,2394332.0,91.0,,,2023-12-21,0.0,10.0,Medium,Rejected,Good,9.0,7.0,Medium,High,Unfavorable,0.0
,3518414.0,442.0,,High,,0.0,6.0,High,,,7.0,15.0,Low,Low,Unfavorable,1.0
369942.0,557431.0,250.0,,Low,2023-10-15,,1.0,Low,Rejected,Good,10.0,5.0,Medium,High,Neutral,2.0
635100.0,,479.0,Cloudy,High,2023-12-12,0.0,5.0,Medium,Rejected,Moderate,9.0,,High,High,Neutral,1.0
283527.0,1826891.0,380.0,,High,2024-01-31,0.0,16.0,Medium,Pending,Poor,9.0,7.0,Low,Low,Neutral,3.0
996345.0,3504440.0,337.0,Sunny,High,2024-12-23,1.0,11.0,Low,Rejected,Moderate,6.0,4.0,Medium,Low,Favorable,0.0
556492.0,4740866.0,488.0,Rainy,Low,2024-10-30,1.0,8.0,Low,,Good,,13.0,Low,Low,Neutral,3.0
630305.0,1466417.0,367.0,Snowy,Low,2024-12-11,0.0,2.0,Medium,Approved,Moderate,,15.0,Low,Low,Unfavorable,3.0
796581.0,3280826.0,,Snowy,High,2024-08-17,,19.0,High,,Moderate,8.0,7.0,High,Low,Favorable,3.0
221783.0,,126.0,Sunny,High,2025-03-03,0.0,8.0,Medium,Rejected,Good,10.0,7.0,Low,Low,Favorable,3.0
623220.0,,295.0,,Medium,2024-10-03,1.0,,High,Pending,Good,11.0,7.0,Low,Low,Unfavorable,3.0
423231.0,1023219.0,,,Medium,,0.0,18.0,High,Rejected,Moderate,7.0,8.0,Low,High,Unfavorable,1.0
728897.0,2473527.0,,Sunny,High,2024-02-20,1.0,19.0,Low,Rejected,Moderate,9.0,19.0,High,Low,,2.0
146434.0,3484351.0,338.0,Rainy,Low,2023-11-09,0.0,5.0,Low,,Good,8.0,16.0,High,High,Favorable,0.0
544989.0,669128.0,168.0,Snowy,Medium,2023-05-12,0.0,19.0,Low,Rejected,,9.0,8.0,Medium,Low,Neutral,2.0
955604.0,4105404.0,481.0,Rainy,High,2024-02-01,0.0,9.0,Low,Approved,,11.0,17.0,Medium,Medium,Unfavorable,1.0
444979.0,3042993.0,279.0,Sunny,High,2024-05-10,1.0,17.0,High,Pending,Moderate,10.0,2.0,Medium,High,Neutral,3.0
115442.0,3014796.0,497.0,Rainy,Low,2023-07-03,1.0,11.0,Low,Pending,,9.0,15.0,Medium,Medium,Unfavorable,4.0
807737.0,,292.0,Rainy,High,2024-10-23,1.0,14.0,Low,Rejected,Moderate,8.0,19.0,Low,Medium,Unfavorable,0.0
891078.0,3860154.0,344.0,Snowy,Low,2024-10-25,,15.0,High,,Poor,9.0,15.0,Low,High,Unfavorable,1.0
527579.0,4971053.0,433.0,Rainy,Low,2025-04-13,0.0,10.0,Low,Pending,Poor,6.0,13.0,High,Low,Favorable,0.0
515009.0,,229.0,Sunny,Low,2025-02-25,0.0,6.0,Low,Rejected,Moderate,8.0,5.0,High,Low,Favorable,4.0
198380.0,4066695.0,442.0,,High,,0.0,2.0,Low,Pending,Moderate,,4.0,Medium,High,Neutral,3.0
,1313519.0,490.0,Cloudy,Low,2025-11-28,1.0,13.0,High,Pending,Moderate,7.0,7.0,High,Medium,Unfavorable,2.0
938742.0,4194151.0,358.0,Rainy,Low,,0.0,15.0,Low,Approved,Moderate,10.0,17.0,Medium,High,Favorable,4.0
772544.0,2097459.0,446.0,Snowy,,2024-04-16,0.0,16.0,Low,Pending,Poor,7.0,16.0,Low,Medium,Unfavorable,
363310.0,4807541.0,73.0,Cloudy,Low,2023-08-31,0.0,7.0,Medium,Pending,Poor,11.0,19.0,Medium,High,Neutral,0.0
567757.0,2616500.0,427.0,Snowy,,2024-05-18,0.0,4.0,,Rejected,Good,9.0,1.0,High,High,Unfavorable,
208620.0,1527525.0,307.0,Sunny,,2023-05-04,0.0,15.0,High,Pending,Poor,6.0,,Medium,Medium,Unfavorable,3.0
252910.0,530821.0,131.0,Rainy,Low,2024-04-03,0.0,6.0,Medium,Approved,Good,,,Low,High,Favorable,
757445.0,,255.0,Snowy,Medium,2025-01-27,0.0,10.0,High,Pending,Poor,7.0,4.0,Medium,High,Unfavorable,1.0
471307.0,825418.0,338.0,Cloudy,High,2024-08-12,0.0,,Medium,Pending,Good,6.0,18.0,Medium,High,Neutral,3.0
606910.0,1843668.0,449.0,Cloudy,High,2023-01-05,1.0,2.0,High,Rejected,Poor,11.0,17.0,High,Medium,Favorable,4.0
566088.0,1461700.0,445.0,Rainy,Medium,2024-02-23,1.0,14.0,Medium,,Good,10.0,15.0,Medium,Low,Favorable,0.0
319226.0,2230415.0,438.0,Cloudy,Low,,0.0,2.0,High,Pending,Moderate,7.0,19.0,High,Low,Neutral,1.0
299127.0,3079683.0,131.0,Snowy,Medium,2025-07-23,0.0,5.0,Low,Approved,Poor,9.0,16.0,Low,High,Neutral,4.0
489737.0,1726313.0,316.0,Sunny,Medium,2023-08-28,1.0,12.0,High,Approved,Moderate,7.0,14.0,,Low,Neutral,0.0
479983.0,1862289.0,177.0,,High,,,16.0,Low,Rejected,Moderate,,3.0,Medium,Low,Unfavorable,4.0
612968.0,1402223.0,274.0,Sunny,High,2025-04-10,0.0,15.0,High,,Poor,6.0,13.0,High,Low,Neutral,0.0
